ZIP,Pkg Sort Code,ACI Hub,Presort Group Name,Phase,DDU Entry Available,Home Delivery Available,Zone from ACI Hub,Phase 1 Transit (bus days)
20075,,NYC,,2,YES,NOT YET,3,
20076,,NYC,,2,YES,NOT YET,3,
20077,,NYC,,2,YES,NOT YET,3,
20078,,NYC,,2,YES,NOT YET,3,
20080,,NYC,,2,YES,NOT YET,3,
20081,,NYC,,2,YES,NOT YET,3,
20090,,NYC,,2,YES,NOT YET,3,
20108,NYC-H-07,NYC,NYC-H,1,YES,NOT YET,3,2
20109,NYC-H-07,NYC,NYC-H,1,YES,NOT YET,3,2
20110,NYC-H-07,NYC,NYC-H,1,YES,NOT YET,3,2
20111,NYC-H-24,NYC,NYC-H,1,YES,NOT YET,3,2
20112,NYC-H-24,NYC,NYC-H,1,YES,NOT YET,3,2
20116,,NYC,,2,YES,NOT YET,3,
20120,NYC-H-28,NYC,NYC-H,1,YES,NOT YET,3,2
20121,,NYC,,2,YES,NOT YET,3,
20122,,NYC,,2,YES,NOT YET,3,
20124,,NYC,,2,YES,NOT YET,3,
20134,,NYC,,2,YES,NOT YET,3,
20136,NYC-H-08,NYC,NYC-H,1,YES,NOT YET,3,2
20142,,NYC,,2,YES,NOT YET,3,
20146,NYC-H-09,NYC,NYC-H,1,YES,NOT YET,3,2
20147,NYC-H-09,NYC,NYC-H,1,YES,NOT YET,3,2
20148,NYC-H-09,NYC,NYC-H,1,YES,NOT YET,3,2
20149,NYC-H-09,NYC,NYC-H,1,YES,NOT YET,3,2
20151,NYC-H-10,NYC,NYC-H,1,YES,NOT YET,3,2
20152,NYC-H-10,NYC,NYC-H,1,YES,NOT YET,3,2
20153,NYC-H-10,NYC,NYC-H,1,YES,NOT YET,3,2
20156,NYC-H-08,NYC,NYC-H,1,YES,NOT YET,3,2
20159,,NYC,,2,YES,NOT YET,3,
20163,,NYC,,2,YES,NOT YET,3,
20164,,NYC,,2,YES,NOT YET,3,
20165,,NYC,,2,YES,NOT YET,3,
20166,,NYC,,2,YES,NOT YET,3,
20167,,NYC,,2,YES,NOT YET,3,
20168,NYC-H-08,NYC,NYC-H,1,YES,NOT YET,3,2
20170,,NYC,,2,YES,NOT YET,3,
20171,,NYC,,2,YES,NOT YET,3,
20172,,NYC,,2,YES,NOT YET,3,
20175,,NYC,,2,YES,NOT YET,3,
20176,,NYC,,2,YES,NOT YET,3,
20177,,NYC,,2,YES,NOT YET,3,
20182,,NYC,,2,YES,NOT YET,3,
20188,,NYC,,2,YES,NOT YET,3,
20190,NYC-H-42,NYC,NYC-H,1,YES,NOT YET,3,2
20191,NYC-H-42,NYC,NYC-H,1,YES,NOT YET,3,2
20192,,NYC,,2,YES,NOT YET,3,
20194,NYC-H-42,NYC,NYC-H,1,YES,NOT YET,3,2
20195,NYC-H-42,NYC,NYC-H,1,YES,NOT YET,3,2
20196,NYC-H-42,NYC,NYC-H,1,YES,NOT YET,3,2
20201,,NYC,,2,YES,NOT YET,3,
20202,,NYC,,2,YES,NOT YET,3,
20203,,NYC,,2,YES,NOT YET,3,
20204,,NYC,,2,YES,NOT YET,3,
20206,,NYC,,2,YES,NOT YET,3,
20207,,NYC,,2,YES,NOT YET,3,
20208,,NYC,,2,YES,NOT YET,3,
20210,,NYC,,2,YES,NOT YET,3,
20211,,NYC,,2,YES,NOT YET,3,
20212,,NYC,,2,YES,NOT YET,3,
20213,,NYC,,2,YES,NOT YET,3,
20214,,NYC,,2,YES,NOT YET,3,
20215,,NYC,,2,YES,NOT YET,3,
20216,,NYC,,2,YES,NOT YET,3,
20217,,NYC,,2,YES,NOT YET,3,
20218,,NYC,,2,YES,NOT YET,3,
20219,,NYC,,2,YES,NOT YET,3,
20220,,NYC,,2,YES,NOT YET,3,
20221,,NYC,,2,YES,NOT YET,3,
20222,,NYC,,2,YES,NOT YET,3,
20223,,NYC,,2,YES,NOT YET,3,
20224,,NYC,,2,YES,NOT YET,3,
20226,,NYC,,2,YES,NOT YET,3,
20227,,NYC,,2,YES,NOT YET,3,
20228,,NYC,,2,YES,NOT YET,3,
20229,,NYC,,2,YES,NOT YET,3,
20230,,NYC,,2,YES,NOT YET,3,
20232,,NYC,,2,YES,NOT YET,3,
20233,,NYC,,2,YES,NOT YET,3,
20235,,NYC,,2,YES,NOT YET,3,
20237,,NYC,,2,YES,NOT YET,3,
20238,,NYC,,2,YES,NOT YET,3,
20239,,NYC,,2,YES,NOT YET,3,
20240,,NYC,,2,YES,NOT YET,3,
20241,,NYC,,2,YES,NOT YET,3,
20242,,NYC,,2,YES,NOT YET,3,
20244,,NYC,,2,YES,NOT YET,3,
20245,,NYC,,2,YES,NOT YET,3,
20250,,NYC,,2,YES,NOT YET,3,
20251,,NYC,,2,YES,NOT YET,3,
20252,,NYC,,2,YES,NOT YET,3,
20254,,NYC,,2,YES,NOT YET,3,
20260,,NYC,,2,YES,NOT YET,3,
20261,,NYC,,2,YES,NOT YET,3,
20262,,NYC,,2,YES,NOT YET,3,
20265,,NYC,,2,YES,NOT YET,3,
20266,,NYC,,2,YES,NOT YET,3,
20268,,NYC,,2,YES,NOT YET,3,
20270,,NYC,,2,YES,NOT YET,3,
20277,,NYC,,2,YES,NOT YET,3,
20289,,NYC,,2,YES,NOT YET,3,
20299,,NYC,,2,YES,NOT YET,3,
20301,,NYC,,2,YES,NOT YET,3,
20303,,NYC,,2,YES,NOT YET,3,
20306,,NYC,,2,YES,NOT YET,3,
20310,,NYC,,2,YES,NOT YET,3,
20314,,NYC,,2,YES,NOT YET,3,
20317,,NYC,,2,YES,NOT YET,3,
20318,,NYC,,2,YES,NOT YET,3,
20319,,NYC,,2,YES,NOT YET,3,
20330,,NYC,,2,YES,NOT YET,3,
20340,,NYC,,2,YES,NOT YET,3,
20350,,NYC,,2,YES,NOT YET,3,
20370,,NYC,,2,YES,NOT YET,3,
20372,,NYC,,2,YES,NOT YET,3,
20373,,NYC,,2,YES,NOT YET,3,
20374,,NYC,,2,YES,NOT YET,3,
20375,,NYC,,2,YES,NOT YET,3,
20376,,NYC,,2,YES,NOT YET,3,
20380,,NYC,,2,YES,NOT YET,3,
20388,,NYC,,2,YES,NOT YET,3,
20389,,NYC,,2,YES,NOT YET,3,
20390,,NYC,,2,YES,NOT YET,3,
20391,,NYC,,2,YES,NOT YET,3,
20392,,NYC,,2,YES,NOT YET,3,
20393,,NYC,,2,YES,NOT YET,3,
20394,,NYC,,2,YES,NOT YET,3,
20395,,NYC,,2,YES,NOT YET,3,
20398,,NYC,,2,YES,NOT YET,3,
20401,,NYC,,2,YES,NOT YET,3,
20402,,NYC,,2,YES,NOT YET,3,
20403,,NYC,,2,YES,NOT YET,3,
20404,,NYC,,2,YES,NOT YET,3,
20405,,NYC,,2,YES,NOT YET,3,
20406,,NYC,,2,YES,NOT YET,3,
20407,,NYC,,2,YES,NOT YET,3,
20408,,NYC,,2,YES,NOT YET,3,
20410,,NYC,,2,YES,NOT YET,3,
20411,,NYC,,2,YES,NOT YET,3,
20412,,NYC,,2,YES,NOT YET,3,
20413,,NYC,,2,YES,NOT YET,3,
20414,,NYC,,2,YES,NOT YET,3,
20415,,NYC,,2,YES,NOT YET,3,
20416,,NYC,,2,YES,NOT YET,3,
20417,,NYC,,2,YES,NOT YET,3,
20418,,NYC,,2,YES,NOT YET,3,
20419,,NYC,,2,YES,NOT YET,3,
20420,,NYC,,2,YES,NOT YET,3,
20421,,NYC,,2,YES,NOT YET,3,
20422,,NYC,,2,YES,NOT YET,3,
20423,,NYC,,2,YES,NOT YET,3,
20424,,NYC,,2,YES,NOT YET,3,
20425,,NYC,,2,YES,NOT YET,3,
20426,,NYC,,2,YES,NOT YET,3,
20427,,NYC,,2,YES,NOT YET,3,
20428,,NYC,,2,YES,NOT YET,3,
20429,,NYC,,2,YES,NOT YET,3,
20431,,NYC,,2,YES,NOT YET,3,
20433,,NYC,,2,YES,NOT YET,3,
20434,,NYC,,2,YES,NOT YET,3,
20435,,NYC,,2,YES,NOT YET,3,
20436,,NYC,,2,YES,NOT YET,3,
20437,,NYC,,2,YES,NOT YET,3,
20439,,NYC,,2,YES,NOT YET,3,
20440,,NYC,,2,YES,NOT YET,3,
20441,,NYC,,2,YES,NOT YET,3,
20442,,NYC,,2,YES,NOT YET,3,
20444,,NYC,,2,YES,NOT YET,3,
20447,,NYC,,2,YES,NOT YET,3,
20451,,NYC,,2,YES,NOT YET,3,
20453,,NYC,,2,YES,NOT YET,3,
20456,,NYC,,2,YES,NOT YET,3,
20460,,NYC,,2,YES,NOT YET,3,
20463,,NYC,,2,YES,NOT YET,3,
20469,,NYC,,2,YES,NOT YET,3,
20472,,NYC,,2,YES,NOT YET,3,
20500,,NYC,,2,YES,NOT YET,3,
20501,,NYC,,2,YES,NOT YET,3,
20502,,NYC,,2,YES,NOT YET,3,
20503,,NYC,,2,YES,NOT YET,3,
20504,,NYC,,2,YES,NOT YET,3,
20505,,NYC,,2,YES,NOT YET,3,
20506,,NYC,,2,YES,NOT YET,3,
20507,,NYC,,2,YES,NOT YET,3,
20508,,NYC,,2,YES,NOT YET,3,
20509,,NYC,,2,YES,NOT YET,3,
20510,,NYC,,2,YES,NOT YET,3,
20515,,NYC,,2,YES,NOT YET,3,
20520,,NYC,,2,YES,NOT YET,3,
20521,,NYC,,2,YES,NOT YET,3,
20522,,NYC,,2,YES,NOT YET,3,
20523,,NYC,,2,YES,NOT YET,3,
20524,,NYC,,2,YES,NOT YET,3,
20525,,NYC,,2,YES,NOT YET,3,
20526,,NYC,,2,YES,NOT YET,3,
20527,,NYC,,2,YES,NOT YET,3,
20528,,NYC,,2,YES,NOT YET,3,
20529,,NYC,,2,YES,NOT YET,3,
20530,,NYC,,2,YES,NOT YET,3,
20531,,NYC,,2,YES,NOT YET,3,
20533,,NYC,,2,YES,NOT YET,3,
20534,,NYC,,2,YES,NOT YET,3,
20535,,NYC,,2,YES,NOT YET,3,
20536,,NYC,,2,YES,NOT YET,3,
20537,,NYC,,2,YES,NOT YET,3,
20538,,NYC,,2,YES,NOT YET,3,
20539,,NYC,,2,YES,NOT YET,3,
20540,,NYC,,2,YES,NOT YET,3,
20541,,NYC,,2,YES,NOT YET,3,
20542,,NYC,,2,YES,NOT YET,3,
20543,,NYC,,2,YES,NOT YET,3,
20544,,NYC,,2,YES,NOT YET,3,
20546,,NYC,,2,YES,NOT YET,3,
20547,,NYC,,2,YES,NOT YET,3,
20548,,NYC,,2,YES,NOT YET,3,
20549,,NYC,,2,YES,NOT YET,3,
20551,,NYC,,2,YES,NOT YET,3,
20552,,NYC,,2,YES,NOT YET,3,
20553,,NYC,,2,YES,NOT YET,3,
20554,,NYC,,2,YES,NOT YET,3,
20555,,NYC,,2,YES,NOT YET,3,
20557,,NYC,,2,YES,NOT YET,3,
20559,,NYC,,2,YES,NOT YET,3,
20560,,NYC,,2,YES,NOT YET,3,
20565,,NYC,,2,YES,NOT YET,3,
20566,,NYC,,2,YES,NOT YET,3,
20570,,NYC,,2,YES,NOT YET,3,
20571,,NYC,,2,YES,NOT YET,3,
20572,,NYC,,2,YES,NOT YET,3,
20573,,NYC,,2,YES,NOT YET,3,
20575,,NYC,,2,YES,NOT YET,3,
20576,,NYC,,2,YES,NOT YET,3,
20577,,NYC,,2,YES,NOT YET,3,
20579,,NYC,,2,YES,NOT YET,3,
20580,,NYC,,2,YES,NOT YET,3,
20581,,NYC,,2,YES,NOT YET,3,
20585,,NYC,,2,YES,NOT YET,3,
20586,,NYC,,2,YES,NOT YET,3,
20588,,NYC,,2,YES,NOT YET,3,
20590,,NYC,,2,YES,NOT YET,3,
20591,,NYC,,2,YES,NOT YET,3,
20593,,NYC,,2,YES,NOT YET,3,
20594,,NYC,,2,YES,NOT YET,3,
20597,,NYC,,2,YES,NOT YET,3,
20598,,NYC,,2,YES,NOT YET,3,
20599,,NYC,,2,YES,NOT YET,3,
20601,NYC-H-04,NYC,NYC-H,1,YES,NOT YET,3,2
20602,NYC-H-04,NYC,NYC-H,1,YES,NOT YET,3,2
20603,NYC-H-04,NYC,NYC-H,1,YES,NOT YET,3,2
20604,,NYC,,2,YES,NOT YET,3,
20607,,NYC,,2,YES,NOT YET,3,
20619,,NYC,,2,YES,NOT YET,3,
20623,,NYC,,2,YES,NOT YET,3,
20634,,NYC,,2,YES,NOT YET,3,
20653,,NYC,,2,YES,NOT YET,3,
20657,,NYC,,2,YES,NOT YET,3,
20670,,NYC,,2,YES,NOT YET,3,
20678,,NYC,,2,YES,NOT YET,3,
20689,,NYC,,2,YES,NOT YET,3,
20695,NYC-H-04,NYC,NYC-H,1,YES,NOT YET,3,2
20703,NYC-H-17,NYC,NYC-H,1,YES,NOT YET,3,2
20704,,NYC,,2,YES,NOT YET,3,
20705,,NYC,,2,YES,NOT YET,3,
20706,NYC-H-17,NYC,NYC-H,1,YES,NOT YET,3,2
20707,NYC-H-03,NYC,NYC-H,1,YES,NOT YET,3,2
20708,NYC-H-03,NYC,NYC-H,1,YES,NOT YET,3,2
20710,NYC-H-01,NYC,NYC-H,1,YES,NOT YET,3,2
20712,NYC-H-01,NYC,NYC-H,1,YES,NOT YET,3,2
20715,NYC-H-05,NYC,NYC-H,1,YES,NOT YET,3,2
20716,,NYC,,2,YES,NOT YET,3,
20717,,NYC,,2,YES,NOT YET,3,
20718,NYC-H-05,NYC,NYC-H,1,YES,NOT YET,3,2
20719,NYC-H-05,NYC,NYC-H,1,YES,NOT YET,3,2
20720,NYC-H-05,NYC,NYC-H,1,YES,NOT YET,3,2
20721,NYC-H-05,NYC,NYC-H,1,YES,NOT YET,3,2
20722,NYC-H-01,NYC,NYC-H,1,YES,NOT YET,3,2
20723,NYC-H-03,NYC,NYC-H,1,YES,NOT YET,3,2
20724,NYC-H-03,NYC,NYC-H,1,YES,NOT YET,3,2
20725,,NYC,,2,YES,NOT YET,3,
20726,,NYC,,2,YES,NOT YET,3,
20731,,NYC,,2,YES,NOT YET,3,
20732,,NYC,,2,YES,NOT YET,3,
20735,NYC-H-31,NYC,NYC-H,1,YES,NOT YET,3,2
20736,,NYC,,2,YES,NOT YET,3,
20737,NYC-H-01,NYC,NYC-H,1,YES,NOT YET,3,2
20738,,NYC,,2,YES,NOT YET,3,
20740,,NYC,,2,YES,NOT YET,3,
20741,,NYC,,2,YES,NOT YET,3,
20742,,NYC,,2,YES,NOT YET,3,
20743,,NYC,,2,YES,NOT YET,3,
20744,NYC-H-18,NYC,NYC-H,1,YES,NOT YET,3,2
20745,,NYC,,2,YES,NOT YET,3,
20746,,NYC,,2,YES,NOT YET,3,
20747,NYC-H-40,NYC,NYC-H,1,YES,NOT YET,3,2
20748,,NYC,,2,YES,NOT YET,3,
20749,NYC-H-18,NYC,NYC-H,1,YES,NOT YET,3,2
20750,,NYC,,2,YES,NOT YET,3,
20752,,NYC,,2,YES,NOT YET,3,
20753,NYC-H-40,NYC,NYC-H,1,YES,NOT YET,3,2
20754,,NYC,,2,YES,NOT YET,3,
20755,,NYC,,2,YES,NOT YET,3,
20757,,NYC,,2,YES,NOT YET,3,
20759,,NYC,,2,YES,NOT YET,3,
20762,,NYC,,2,YES,NOT YET,3,
20768,,NYC,,2,YES,NOT YET,3,
20769,,NYC,,2,YES,NOT YET,3,
20770,,NYC,,2,YES,NOT YET,3,
20771,,NYC,,2,YES,NOT YET,3,
20772,NYC-H-34,NYC,NYC-H,1,YES,NOT YET,3,2
20773,NYC-H-34,NYC,NYC-H,1,YES,NOT YET,3,2
20774,NYC-H-19,NYC,NYC-H,1,YES,NOT YET,3,2
20775,,NYC,,2,YES,NOT YET,3,
20781,NYC-H-01,NYC,NYC-H,1,YES,NOT YET,3,2
20782,NYC-H-01,NYC,NYC-H,1,YES,NOT YET,3,2
20783,NYC-H-01,NYC,NYC-H,1,YES,NOT YET,3,2
20784,NYC-H-01,NYC,NYC-H,1,YES,NOT YET,3,2
20785,NYC-H-27,NYC,NYC-H,1,YES,NOT YET,3,2
20787,,NYC,,2,YES,NOT YET,3,
20788,,NYC,,2,YES,NOT YET,3,
20792,NYC-H-19,NYC,NYC-H,1,YES,NOT YET,3,2
20794,,NYC,,2,YES,NOT YET,3,
20812,NYC-H-20,NYC,NYC-H,1,YES,NOT YET,3,2
20814,NYC-H-20,NYC,NYC-H,1,YES,NOT YET,3,2
20815,NYC-H-20,NYC,NYC-H,1,YES,NOT YET,3,2
20816,NYC-H-20,NYC,NYC-H,1,YES,NOT YET,3,2
20817,NYC-H-20,NYC,NYC-H,1,YES,NOT YET,3,2
20827,NYC-H-20,NYC,NYC-H,1,YES,NOT YET,3,2
20830,,NYC,,2,YES,NOT YET,3,
20832,,NYC,,2,YES,NOT YET,3,
20833,,NYC,,2,YES,NOT YET,3,
20847,,NYC,,2,YES,NOT YET,3,
20848,,NYC,,2,YES,NOT YET,3,
20849,NYC-H-26,NYC,NYC-H,1,YES,NOT YET,3,2
20850,NYC-H-26,NYC,NYC-H,1,YES,NOT YET,3,2
20851,,NYC,,2,YES,NOT YET,3,
20852,,NYC,,2,YES,NOT YET,3,
20853,,NYC,,2,YES,NOT YET,3,
20854,,NYC,,2,YES,NOT YET,3,
20855,NYC-H-26,NYC,NYC-H,1,YES,NOT YET,3,2
20857,NYC-H-26,NYC,NYC-H,1,YES,NOT YET,3,2
20859,,NYC,,2,YES,NOT YET,3,
20866,,NYC,,2,YES,NOT YET,3,
20872,,NYC,,2,YES,NOT YET,3,
20874,NYC-H-06,NYC,NYC-H,1,YES,NOT YET,3,2
20875,NYC-H-06,NYC,NYC-H,1,YES,NOT YET,3,2
20876,NYC-H-06,NYC,NYC-H,1,YES,NOT YET,3,2
20877,,NYC,,2,YES,NOT YET,3,
20878,NYC-H-35,NYC,NYC-H,1,YES,NOT YET,3,2
20879,NYC-H-13,NYC,NYC-H,1,YES,NOT YET,3,2
20882,,NYC,,2,YES,NOT YET,3,
20883,NYC-H-35,NYC,NYC-H,1,YES,NOT YET,3,2
20884,,NYC,,2,YES,NOT YET,3,
20885,NYC-H-35,NYC,NYC-H,1,YES,NOT YET,3,2
20886,NYC-H-13,NYC,NYC-H,1,YES,NOT YET,3,2
20891,,NYC,,2,YES,NOT YET,3,
20895,,NYC,,2,YES,NOT YET,3,
20901,NYC-H-32,NYC,NYC-H,1,YES,NOT YET,3,2
20902,NYC-H-30,NYC,NYC-H,1,YES,NOT YET,3,2
20903,NYC-H-32,NYC,NYC-H,1,YES,NOT YET,3,2
20904,NYC-H-16,NYC,NYC-H,1,YES,NOT YET,3,2
20905,,NYC,,2,YES,NOT YET,3,
20906,,NYC,,2,YES,NOT YET,3,
20907,,NYC,,2,YES,NOT YET,3,
20908,,NYC,,2,YES,NOT YET,3,
20910,,NYC,,2,YES,NOT YET,3,
20911,,NYC,,2,YES,NOT YET,3,
20912,,NYC,,2,YES,NOT YET,3,
20914,,NYC,,2,YES,NOT YET,3,
20915,NYC-H-30,NYC,NYC-H,1,YES,NOT YET,3,2
20916,,NYC,,2,YES,NOT YET,3,
20918,,NYC,,2,YES,NOT YET,3,
20993,NYC-H-32,NYC,NYC-H,1,YES,NOT YET,3,2
21001,,NYC,,2,YES,NOT YET,2,
21009,,NYC,,2,YES,NOT YET,2,
21012,,NYC,,2,YES,NOT YET,2,
21014,,NYC,,2,YES,NOT YET,2,
21015,,NYC,,2,YES,NOT YET,2,
21017,,NYC,,2,YES,NOT YET,2,
21029,,NYC,,2,YES,NOT YET,2,
21030,,NYC,,2,YES,NOT YET,2,
21031,,NYC,,2,YES,NOT YET,2,
21032,,NYC,,2,YES,NOT YET,2,
21036,,NYC,,2,YES,NOT YET,2,
21037,,NYC,,2,YES,NOT YET,2,
21040,,NYC,,2,YES,NOT YET,2,
21041,,NYC,,2,YES,NOT YET,2,
21042,,NYC,,2,YES,NOT YET,2,
21043,,NYC,,2,YES,NOT YET,2,
21044,NYC-H-37,NYC,NYC-H,1,YES,NOT YET,2,2
21045,NYC-H-37,NYC,NYC-H,1,YES,NOT YET,2,2
21046,NYC-H-37,NYC,NYC-H,1,YES,NOT YET,2,2
21048,,NYC,,2,YES,NOT YET,2,
21054,,NYC,,2,YES,NOT YET,2,
21057,,NYC,,2,YES,NOT YET,2,
21060,NYC-H-11,NYC,NYC-H,1,YES,NOT YET,2,2
21061,NYC-H-11,NYC,NYC-H,1,YES,NOT YET,2,2
21062,NYC-H-11,NYC,NYC-H,1,YES,NOT YET,2,2
21065,,NYC,,2,YES,NOT YET,2,
21074,,NYC,,2,YES,NOT YET,2,
21075,,NYC,,2,YES,NOT YET,2,
21076,,NYC,,2,YES,NOT YET,2,
21077,,NYC,,2,YES,NOT YET,2,
21078,,NYC,,2,YES,NOT YET,2,
21085,,NYC,,2,YES,NOT YET,2,
21088,,NYC,,2,YES,NOT YET,2,
21090,,NYC,,2,YES,NOT YET,2,
21092,,NYC,,2,YES,NOT YET,2,
21093,,NYC,,2,YES,NOT YET,2,
21094,,NYC,,2,YES,NOT YET,2,
21114,,NYC,,2,YES,NOT YET,2,
21117,,NYC,,2,YES,NOT YET,2,
21122,NYC-H-29,NYC,NYC-H,1,YES,NOT YET,2,2
21123,,NYC,,2,YES,NOT YET,2,
21128,,NYC,,2,YES,NOT YET,2,
21131,,NYC,,2,YES,NOT YET,2,
21133,,NYC,,2,YES,NOT YET,2,
21136,,NYC,,2,YES,NOT YET,2,
21140,,NYC,,2,YES,NOT YET,2,
21144,,NYC,,2,YES,NOT YET,2,
21146,,NYC,,2,YES,NOT YET,2,
21152,,NYC,,2,YES,NOT YET,2,
21153,,NYC,,2,YES,NOT YET,2,
21157,,NYC,,2,YES,NOT YET,2,
21158,,NYC,,2,YES,NOT YET,2,
21162,,NYC,,2,YES,NOT YET,2,
21163,,NYC,,2,YES,NOT YET,2,
21201,,NYC,,2,YES,NOT YET,2,
21202,,NYC,,2,YES,NOT YET,2,
21203,,NYC,,2,YES,NOT YET,2,
21204,,NYC,,2,YES,NOT YET,2,
21205,,NYC,,2,YES,NOT YET,2,
21206,,NYC,,2,YES,NOT YET,2,
21207,,NYC,,2,YES,NOT YET,2,
21208,,NYC,,2,YES,NOT YET,2,
21209,,NYC,,2,YES,NOT YET,2,
21210,,NYC,,2,YES,NOT YET,2,
21211,,NYC,,2,YES,NOT YET,2,
21212,,NYC,,2,YES,NOT YET,2,
21213,,NYC,,2,YES,NOT YET,2,
21215,,NYC,,2,YES,NOT YET,2,
21216,,NYC,,2,YES,NOT YET,2,
21217,,NYC,,2,YES,NOT YET,2,
21218,,NYC,,2,YES,NOT YET,2,
21219,NYC-H-25,NYC,NYC-H,1,YES,NOT YET,2,2
21220,,NYC,,2,YES,NOT YET,2,
21221,,NYC,,2,YES,NOT YET,2,
21222,NYC-H-25,NYC,NYC-H,1,YES,NOT YET,2,2
21223,,NYC,,2,YES,NOT YET,2,
21224,,NYC,,2,YES,NOT YET,2,
21225,,NYC,,2,YES,NOT YET,2,
21226,,NYC,,2,YES,NOT YET,2,
21227,,NYC,,2,YES,NOT YET,2,
21228,,NYC,,2,YES,NOT YET,2,
21229,,NYC,,2,YES,NOT YET,2,
21230,,NYC,,2,YES,NOT YET,2,
21231,,NYC,,2,YES,NOT YET,2,
21233,,NYC,,2,YES,NOT YET,2,
21234,,NYC,,2,YES,NOT YET,2,
21235,,NYC,,2,YES,NOT YET,2,
21236,,NYC,,2,YES,NOT YET,2,
21237,,NYC,,2,YES,NOT YET,2,
21239,,NYC,,2,YES,NOT YET,2,
21241,,NYC,,2,YES,NOT YET,2,
21244,,NYC,,2,YES,NOT YET,2,
21250,,NYC,,2,YES,NOT YET,2,
21251,,NYC,,2,YES,NOT YET,2,
21252,,NYC,,2,YES,NOT YET,2,
21263,,NYC,,2,YES,NOT YET,2,
21264,,NYC,,2,YES,NOT YET,2,
21270,,NYC,,2,YES,NOT YET,2,
21273,,NYC,,2,YES,NOT YET,2,
21275,,NYC,,2,YES,NOT YET,2,
21278,,NYC,,2,YES,NOT YET,2,
21279,,NYC,,2,YES,NOT YET,2,
21281,,NYC,,2,YES,NOT YET,2,
21284,,NYC,,2,YES,NOT YET,2,
21285,,NYC,,2,YES,NOT YET,2,
21286,,NYC,,2,YES,NOT YET,2,
21287,,NYC,,2,YES,NOT YET,2,
21289,,NYC,,2,YES,NOT YET,2,
21290,,NYC,,2,YES,NOT YET,2,
21297,,NYC,,2,YES,NOT YET,2,
21298,,NYC,,2,YES,NOT YET,2,
21401,,NYC,,2,YES,NOT YET,2,
21402,,NYC,,2,YES,NOT YET,2,
21403,,NYC,,2,YES,NOT YET,2,
21404,,NYC,,2,YES,NOT YET,2,
21405,,NYC,,2,YES,NOT YET,2,
21409,,NYC,,2,YES,NOT YET,2,
21411,,NYC,,2,YES,NOT YET,2,
21412,,NYC,,2,YES,NOT YET,2,
21601,,NYC,,2,YES,NOT YET,3,
21690,,NYC,,2,YES,NOT YET,3,
21701,NYC-H-12,NYC,NYC-H,1,YES,NOT YET,2,2
21702,NYC-H-12,NYC,NYC-H,1,YES,NOT YET,2,2
21703,NYC-H-12,NYC,NYC-H,1,YES,NOT YET,2,2
21704,NYC-H-12,NYC,NYC-H,1,YES,NOT YET,2,2
21705,NYC-H-12,NYC,NYC-H,1,YES,NOT YET,2,2
21709,NYC-H-12,NYC,NYC-H,1,YES,NOT YET,2,2
21715,,NYC,,2,YES,NOT YET,2,
21734,,NYC,,2,YES,NOT YET,2,
21740,,NYC,,2,YES,NOT YET,2,
21741,,NYC,,2,YES,NOT YET,2,
21742,,NYC,,2,YES,NOT YET,2,
21746,,NYC,,2,YES,NOT YET,2,
21747,,NYC,,2,YES,NOT YET,2,
21749,,NYC,,2,YES,NOT YET,2,
21767,,NYC,,2,YES,NOT YET,2,
21771,,NYC,,2,YES,NOT YET,2,
21774,,NYC,,2,YES,NOT YET,2,
21784,,NYC,,2,YES,NOT YET,2,
21795,,NYC,,2,YES,NOT YET,2,
21801,,NYC,,2,YES,NOT YET,3,
21802,,NYC,,2,YES,NOT YET,3,
21803,,NYC,,2,YES,NOT YET,3,
21804,,NYC,,2,YES,NOT YET,3,
21811,,NYC,,2,YES,NOT YET,3,
21826,,NYC,,2,YES,NOT YET,3,
21842,,NYC,,2,YES,NOT YET,3,
21843,,NYC,,2,YES,NOT YET,3,
21857,,NYC,,2,YES,NOT YET,3,
21875,,NYC,,2,YES,NOT YET,3,
21890,,NYC,,2,YES,NOT YET,3,
21921,,NYC,,2,YES,NOT YET,2,
21922,,NYC,,2,YES,NOT YET,2,
22003,NYC-H-39,NYC,NYC-H,1,YES,NOT YET,3,2
22009,NYC-H-33,NYC,NYC-H,1,YES,NOT YET,3,2
22015,NYC-H-33,NYC,NYC-H,1,YES,NOT YET,3,2
22025,NYC-H-02,NYC,NYC-H,1,YES,NOT YET,3,2
22026,,NYC,,2,YES,NOT YET,3,
22027,,NYC,,2,YES,NOT YET,3,
22030,NYC-H-22,NYC,NYC-H,1,YES,NOT YET,3,2
22031,NYC-H-36,NYC,NYC-H,1,YES,NOT YET,3,2
22032,NYC-H-36,NYC,NYC-H,1,YES,NOT YET,3,2
22033,NYC-H-10,NYC,NYC-H,1,YES,NOT YET,3,2
22035,NYC-H-22,NYC,NYC-H,1,YES,NOT YET,3,2
22037,NYC-H-36,NYC,NYC-H,1,YES,NOT YET,3,2
22038,NYC-H-22,NYC,NYC-H,1,YES,NOT YET,3,2
22039,NYC-H-22,NYC,NYC-H,1,YES,NOT YET,3,2
22042,NYC-H-38,NYC,NYC-H,1,YES,NOT YET,3,2
22043,NYC-H-38,NYC,NYC-H,1,YES,NOT YET,3,2
22060,,NYC,,2,YES,NOT YET,3,
22066,,NYC,,2,YES,NOT YET,3,
22067,,NYC,,2,YES,NOT YET,3,
22079,,NYC,,2,YES,NOT YET,3,
